Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,Age,Code_4_participation,Condition_Id,copy_of_factor1_tg1_task0_9ba3,Country_of_current_residence,English_Profeciency,factor1_tg1_task0,Feedback_Not_Continue,Gender,HowDoYouLookForThem,HowMayTimesYT,LAST_Visited_Page,Mother_Tongue,Row_Concept_1,Row_Concept_10,Row_Concept_11,Row_Concept_12,Row_Concept_13,Row_Concept_14,Row_Concept_15,Row_Concept_16,Row_Concept_17,Row_Concept_18,Row_Concept_19,Row_Concept_2,Row_Concept_20,Row_Concept_3,Row_Concept_4,Row_Concept_5,Row_Concept_6,Row_Concept_7,Row_Concept_8,Row_Concept_9,Row_Proced_1,Row_Proced_10,Row_Proced_11,Row_Proced_12,Row_Proced_13,Row_Proced_14,Row_Proced_15,Row_Proced_16,Row_Proced_17,Row_Proced_18,Row_Proced_19,Row_Proced_2,Row_Proced_20,Row_Proced_3,Row_Proced_4,Row_Proced_5,Row_Proced_6,Row_Proced_7,Row_Proced_8,Row_Proced_9,YouTubeAsSourceInfo,Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
1448993,5,2,block_1,1,The_Task_Conceptual,2,"","",1,"","","",level_1,"","","","","","",false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,5,2,block_1,1,The_Task_Procedural,3,"","",1,level_1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,"",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,6,19,block_1,1,The_Task_Procedural,3,"","",10,level_10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,"",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,6,19,block_1,1,The_Task_Conceptual,2,"","",10,"","","",level_10,"","","","","","",false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,true,"","","","","","","","","","","","","","","","","","","","","",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,7,18,block_1,1,The_Task_Conceptual,2,"","",9,"","","",level_9,"","","","","","",false,false,false,false,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,true,"","","","","","","","","","","","","","","","","","","","","",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,7,18,block_1,1,The_Task_Procedural,3,"","",9,level_9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false,true,false,true,"",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,8,14,block_1,1,The_Task_Conceptual,2,"","",7,"","","",level_7,"","","","","","",false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,8,14,block_1,1,The_Task_Procedural,3,"","",7,level_7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,true,true,false,true,false,"",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,9,7,block_1,1,The_Task_Procedural,3,"","",4,level_4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,true,"",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,9,7,block_1,1,The_Task_Conceptual,2,"","",4,"","","",level_4,"","","","","","",false,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,10,9,block_1,1,The_Task_Conceptual,2,"","",5,"","","",level_5,"","","","","","",false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1448993,10,9,block_1,1,The_Task_Procedural,3,"","",5,level_5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,"",true,Chrome,141.0.0.0 Safari/537.36,true,"","",2025-10-21T17:48:23.797Z,2025-10-21 19:48:23+02,1228673,701,group_1,1,1448993,59.880239520962,session_1,1,3db8f37c10a7d1c274566676dab1605a,2025-10-21T17:09:22.876Z,2025-10-21 19:09:13+02,"",6,6,Windows-PC,2.5054229934924024,3.9451874751019487,864,1536
1449042,1,1,block_1,1,DeBriefingSlide,4,"",Truskawka,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,1,1,block_1,1,The_Task_Conceptual,2,"","",1,"","","",level_1,"","","","","","",true,true,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,true,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,1,1,block_1,1,The_Task_Procedural,3,"","",1,level_1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,true,true,false,false,false,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,1,1,block_1,1,Introduction,1,23,"",1,"",Poland,C1,"","",Female (a woman),either using a search engine or via social media,3–5 times a day,"",Polish,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Yes,true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,2,4,block_1,1,The_Task_Procedural,3,"","",2,level_2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",true,true,false,false,false,true,false,true,false,false,false,false,true,true,true,false,false,false,false,true,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,2,4,block_1,1,The_Task_Conceptual,2,"","",2,"","","",level_2,"","","","","","",true,true,false,false,false,false,false,true,false,true,false,true,false,false,false,true,true,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,3,7,block_1,1,The_Task_Conceptual,2,"","",4,"","","",level_4,"","","","","","",true,false,false,false,false,true,false,false,true,true,false,true,false,true,true,false,true,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,3,7,block_1,1,The_Task_Procedural,3,"","",4,level_4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,4,6,block_1,1,The_Task_Procedural,3,"","",3,level_3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,false,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,4,6,block_1,1,The_Task_Conceptual,2,"","",3,"","","",level_3,"","","","","","",false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,5,9,block_1,1,The_Task_Conceptual,2,"","",5,"","","",level_5,"","","","","","",true,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,true,false,true,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,5,9,block_1,1,The_Task_Procedural,3,"","",5,level_5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,false,false,false,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,true,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,6,12,block_1,1,The_Task_Procedural,3,"","",6,level_6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",true,true,false,true,false,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,6,12,block_1,1,The_Task_Conceptual,2,"","",6,"","","",level_6,"","","","","","",false,true,true,true,false,true,false,false,false,true,true,true,false,false,false,false,true,false,true,true,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,7,19,block_1,1,The_Task_Conceptual,2,"","",10,"","","",level_10,"","","","","","",true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,7,19,block_1,1,The_Task_Procedural,3,"","",10,level_10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,8,13,block_1,1,The_Task_Conceptual,2,"","",7,"","","",level_7,"","","","","","",true,true,false,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,8,13,block_1,1,The_Task_Procedural,3,"","",7,level_7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,true,true,true,false,true,true,false,false,true,false,true,false,true,true,false,false,true,true,false,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,9,17,block_1,1,The_Task_Procedural,3,"","",9,level_9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,9,17,block_1,1,The_Task_Conceptual,2,"","",9,"","","",level_9,"","","","","","",false,true,false,true,false,true,false,true,false,false,true,false,false,true,true,false,true,false,false,true,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
1449042,10,15,block_1,1,The_Task_Conceptual,2,"","",8,"","","",level_8,"","","","","","",false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,true,false,false,"","","","","","","","","","","","","","","","","","","","","",true,Safari,18.3.1 Safari/605.1.15,true,"","",2025-10-21T17:50:23.655Z,2025-10-21 19:50:23+02,1228722,701,group_1,1,1449042,30.303030303030305,session_1,1,46b89b860cc6b8d46ab03c4ae28cbe85,2025-10-21T17:21:51.016Z,2025-10-21 19:21:47+02,"",7,7,Mac/OS-X,47.08011869436203,149.37105369476706,900,1440
